client_id,client_type,gender,age,age_group,country,region,acquisition_purpose,loan_applied,satisfaction_score,referral_channel,kmeans_cluster,cluster_label
C0847,Individual,F,38.3,30-40,Usa,Utah,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0848,Individual,M,58.6,50-60,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0849,Individual,M,49.2,40-50,Usa,Oregon,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0850,Individual,F,42.6,40-50,Usa,Colorado,Investment,No,5,Agency,2,Corporate Buyers
C0851,Individual,M,33.1,30-40,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0852,Individual,M,36.9,30-40,Germany,North Rhine-Westphalia,Home,No,2,Agency,0,Global Investors
C0853,Individual,M,75.9,70+,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C0854,Individual,M,82.3,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0855,Individual,F,53.3,50-60,Australia,Queensland,Home,No,4,Website,0,Global Investors
C0856,Individual,F,61.8,60-70,Usa,Florida,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0857,Individual,F,75.1,70+,Usa,California,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C0858,Individual,M,31.9,30-40,Usa,Nevada,Home,No,1,Website,2,Corporate Buyers
C0859,Individual,F,83.5,70+,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0860,Individual,F,57.9,50-60,Usa,Utah,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0861,Individual,F,31.9,30-40,France,Brittany,Investment,No,2,Agency,0,Global Investors
C0862,Individual,F,45.0,40-50,Usa,Colorado,Investment,No,1,Website,2,Corporate Buyers
C0863,Individual,M,51.2,50-60,Belgium,Wallonia,Home,Yes,5,Agency,0,Global Investors
C0864,Individual,M,56.0,50-60,Usa,Texas,Home,No,3,Website,2,Corporate Buyers
C0865,Individual,F,51.1,50-60,Usa,Colorado,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0866,Individual,M,38.6,30-40,Belgium,Brussels,Home,No,3,Agency,0,Global Investors
C0867,Individual,F,59.2,50-60,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0868,Individual,F,81.3,70+,Usa,Florida,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0869,Individual,M,33.3,30-40,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0870,Company,F,59.8,50-60,Uk,Northern Ireland,Home,Yes,2,Website,3,Luxury / High-Satisfaction
C0871,Individual,F,36.6,30-40,Usa,Virginia,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0872,Individual,F,83.0,70+,Uk,England,Home,No,4,Website,2,Corporate Buyers
C0873,Individual,M,85.8,70+,Usa,New York,Home,No,2,Website,2,Corporate Buyers
C0874,Individual,F,72.9,70+,Belgium,Flanders,Investment,No,2,Website,0,Global Investors
C0875,Individual,M,53.9,50-60,Canada,Manitoba,Home,No,4,Website,0,Global Investors
C0876,Individual,M,52.8,50-60,Usa,California,Home,No,3,Client,2,Corporate Buyers
C0877,Individual,F,27.5,<30,Usa,Utah,Investment,Yes,2,Agency,1,First-Time / Loan Buyers
C0878,Individual,F,81.1,70+,Usa,Nevada,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0879,Individual,M,81.3,70+,Uk,Northern Ireland,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0880,Individual,F,85.0,70+,Usa,New York,Home,No,2,Website,2,Corporate Buyers
C0881,Individual,F,71.7,70+,Usa,Colorado,Investment,No,1,Website,2,Corporate Buyers
C0882,Individual,M,25.9,<30,Uk,Wales,Home,No,3,Website,2,Corporate Buyers
C0883,Individual,M,79.7,70+,Usa,Texas,Home,No,4,Client,2,Corporate Buyers
C0884,Individual,M,77.1,70+,Usa,Nevada,Home,No,2,Website,2,Corporate Buyers
C0885,Individual,M,84.7,70+,Canada,British Columbia,Investment,Yes,2,Agency,0,Global Investors
C0886,Individual,M,64.9,60-70,Usa,California,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0887,Individual,F,33.2,30-40,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0888,Individual,F,39.1,30-40,Germany,Berlin,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0889,Individual,M,40.7,40-50,Usa,Nevada,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0890,Individual,F,70.9,70+,Usa,Virginia,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0891,Individual,M,56.0,50-60,Germany,North Rhine-Westphalia,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C0892,Individual,F,68.0,60-70,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0893,Individual,F,31.0,30-40,Usa,Colorado,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0894,Individual,M,73.0,70+,Usa,Georgia,Home,No,5,Website,2,Corporate Buyers
C0895,Individual,F,72.8,70+,Usa,Arizona,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0896,Individual,M,56.1,50-60,France,Brittany,Home,Yes,4,Agency,0,Global Investors
C0897,Individual,F,54.9,50-60,Australia,Victoria,Home,No,1,Website,0,Global Investors
C0898,Individual,F,72.7,70+,Usa,Arizona,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0899,Company,F,38.0,30-40,Usa,Washington,Investment,No,2,Website,3,Luxury / High-Satisfaction
C0900,Individual,F,27.1,<30,Germany,North Rhine-Westphalia,Home,No,4,Agency,0,Global Investors
C0901,Individual,M,27.3,<30,France,Brittany,Investment,No,4,Agency,0,Global Investors
C0902,Company,F,62.4,60-70,Uk,Northern Ireland,Home,Yes,3,Agency,3,Luxury / High-Satisfaction
C0903,Individual,F,34.1,30-40,Usa,Texas,Investment,No,3,Website,2,Corporate Buyers
C0904,Individual,F,42.3,40-50,Russia,Saint Petersburg,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0905,Individual,F,33.1,30-40,Usa,Virginia,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0906,Individual,F,56.8,50-60,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C0907,Individual,F,52.6,50-60,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0908,Individual,M,65.6,60-70,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0909,Individual,M,58.9,50-60,Usa,California,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0910,Individual,F,54.6,50-60,Usa,Texas,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0911,Individual,M,37.2,30-40,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0912,Individual,F,77.1,70+,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0913,Individual,M,27.4,<30,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0914,Individual,F,77.7,70+,France,Provence,Investment,No,4,Website,0,Global Investors
C0915,Individual,M,78.4,70+,Usa,Florida,Home,No,2,Agency,2,Corporate Buyers
C0916,Individual,M,38.4,30-40,Russia,Moscow Oblast,Home,No,2,Website,2,Corporate Buyers
C0917,Individual,M,56.9,50-60,Usa,Arizona,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0918,Individual,F,26.3,<30,Australia,Western Australia,Home,No,4,Client,0,Global Investors
C0919,Individual,F,50.8,50-60,Canada,Quebec,Investment,No,5,Agency,0,Global Investors
C0920,Individual,M,52.7,50-60,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0921,Individual,F,27.3,<30,Australia,New South Wales,Home,No,4,Agency,0,Global Investors
C0922,Individual,M,83.6,70+,Australia,Victoria,Investment,Yes,4,Website,0,Global Investors
C0923,Individual,F,75.8,70+,Usa,Oregon,Home,No,3,Client,2,Corporate Buyers
C0924,Individual,F,38.2,30-40,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0925,Individual,M,82.1,70+,Germany,Hamburg,Home,No,2,Website,0,Global Investors
C0926,Individual,F,65.2,60-70,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0927,Individual,F,63.6,60-70,France,Ile-De-France,Home,No,4,Client,0,Global Investors
C0928,Individual,M,76.3,70+,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0929,Individual,M,72.1,70+,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C0930,Individual,F,33.2,30-40,Usa,Washington,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0931,Individual,M,48.5,40-50,Usa,Nevada,Investment,Yes,2,Client,1,First-Time / Loan Buyers
C0932,Individual,F,76.9,70+,Usa,New York,Home,No,5,Website,2,Corporate Buyers
C0933,Individual,F,70.8,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0934,Individual,F,82.7,70+,Uk,Northern Ireland,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0935,Individual,F,26.1,<30,Canada,Manitoba,Home,No,4,Agency,0,Global Investors
C0936,Individual,F,75.2,70+,Usa,California,Home,No,3,Client,2,Corporate Buyers
C0937,Individual,M,44.2,40-50,Usa,Arizona,Home,No,5,Client,2,Corporate Buyers
C0938,Individual,M,63.1,60-70,Russia,Krasnodar Krai,Home,No,4,Website,2,Corporate Buyers
C0939,Individual,F,48.4,40-50,Belgium,Brussels,Investment,No,1,Website,0,Global Investors
C0940,Individual,M,40.5,40-50,Usa,Virginia,Investment,No,5,Website,2,Corporate Buyers
C0941,Individual,F,70.9,70+,Mexico,Jalisco,Home,No,1,Agency,2,Corporate Buyers
C0942,Individual,F,34.5,30-40,Usa,California,Home,No,1,Website,2,Corporate Buyers
C0943,Individual,F,68.8,60-70,Canada,Manitoba,Investment,No,5,Website,0,Global Investors
C0944,Individual,F,69.8,60-70,Usa,Florida,Home,No,2,Website,2,Corporate Buyers
C0945,Individual,F,80.8,70+,France,Provence,Home,No,4,Website,0,Global Investors
C0946,Individual,F,80.0,70+,Usa,Nevada,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0947,Individual,F,45.1,40-50,Usa,Texas,Home,No,2,Website,2,Corporate Buyers
C0948,Individual,F,36.5,30-40,Usa,California,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0949,Individual,F,83.0,70+,Usa,Colorado,Investment,Yes,5,Client,1,First-Time / Loan Buyers
C0950,Individual,F,34.5,30-40,Usa,Texas,Investment,No,5,Website,2,Corporate Buyers
C0951,Individual,F,27.6,<30,Mexico,Nuevo Leon,Home,Yes,1,Client,1,First-Time / Loan Buyers
C0952,Individual,F,66.8,60-70,Usa,Oregon,Home,No,5,Website,2,Corporate Buyers
C0953,Company,M,30.7,30-40,Usa,Washington,Home,Yes,5,Website,3,Luxury / High-Satisfaction
C0954,Individual,M,76.2,70+,France,Brittany,Investment,Yes,4,Agency,0,Global Investors
C0955,Individual,F,57.4,50-60,Usa,California,Home,No,1,Website,2,Corporate Buyers
C0956,Individual,M,60.3,60-70,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0957,Company,M,65.1,60-70,Usa,Oregon,Home,Yes,2,Client,3,Luxury / High-Satisfaction
C0958,Individual,F,34.9,30-40,Usa,Nevada,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0959,Individual,M,73.8,70+,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0960,Individual,F,66.2,60-70,Usa,Arizona,Investment,Yes,1,Client,1,First-Time / Loan Buyers
C0961,Individual,M,51.9,50-60,Uk,Wales,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0962,Individual,M,85.9,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0963,Individual,M,84.9,70+,Canada,Alberta,Home,No,4,Agency,0,Global Investors
C0964,Individual,F,72.7,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0965,Individual,F,64.7,60-70,Usa,New York,Investment,No,3,Website,2,Corporate Buyers
C0966,Company,M,30.7,30-40,Usa,California,Investment,No,3,Website,3,Luxury / High-Satisfaction
C0967,Individual,F,67.4,60-70,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0968,Individual,F,30.6,30-40,Usa,Arizona,Home,No,4,Website,2,Corporate Buyers
C0969,Individual,F,50.2,50-60,Russia,Tatarstan,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0970,Individual,M,39.5,30-40,Denmark,North Denmark,Home,Yes,3,Website,0,Global Investors
C0971,Individual,F,57.0,50-60,Usa,Colorado,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0972,Individual,F,61.8,60-70,Usa,Arizona,Home,No,5,Agency,2,Corporate Buyers
C0973,Individual,M,33.5,30-40,Usa,California,Investment,No,2,Client,2,Corporate Buyers
C0974,Individual,M,65.1,60-70,Usa,New York,Home,No,1,Agency,2,Corporate Buyers
C0975,Individual,M,79.9,70+,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C0976,Individual,M,42.9,40-50,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0977,Individual,M,30.2,30-40,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0978,Individual,F,62.6,60-70,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0979,Individual,F,86.3,70+,Canada,Quebec,Investment,No,4,Website,0,Global Investors
C0980,Individual,M,84.4,70+,Usa,New York,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C0981,Individual,F,64.6,60-70,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C0982,Individual,F,64.9,60-70,Canada,Manitoba,Investment,Yes,5,Agency,0,Global Investors
C0983,Individual,F,32.0,30-40,Germany,North Rhine-Westphalia,Home,No,4,Website,0,Global Investors
C0984,Individual,M,63.5,60-70,Canada,British Columbia,Home,Yes,5,Agency,0,Global Investors
C0985,Individual,F,71.7,70+,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0986,Individual,F,44.7,40-50,Russia,Saint Petersburg,Home,No,2,Website,2,Corporate Buyers
C0987,Individual,F,58.7,50-60,Germany,North Rhine-Westphalia,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0988,Individual,M,38.2,30-40,Usa,Texas,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0989,Individual,F,79.7,70+,Usa,Oregon,Home,No,4,Website,2,Corporate Buyers
C0990,Individual,M,84.4,70+,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C0991,Individual,F,51.2,50-60,Usa,Nevada,Home,No,1,Website,2,Corporate Buyers
C0992,Individual,M,37.6,30-40,Denmark,Capital Region,Home,Yes,1,Website,0,Global Investors
C0993,Individual,M,72.3,70+,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0994,Individual,M,49.6,40-50,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0995,Individual,F,76.7,70+,Australia,New South Wales,Home,Yes,1,Website,0,Global Investors
C0996,Individual,M,70.0,60-70,Canada,Manitoba,Home,Yes,2,Client,0,Global Investors
C0997,Individual,M,76.3,70+,Usa,California,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0998,Company,F,57.1,50-60,Usa,Virginia,Home,No,4,Agency,3,Luxury / High-Satisfaction
C0999,Individual,F,56.8,50-60,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C1000,Individual,F,62.9,60-70,Usa,Utah,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1001,Individual,M,44.9,40-50,Usa,California,Home,No,3,Website,2,Corporate Buyers
C1002,Individual,M,59.0,50-60,Usa,California,Home,No,5,Website,2,Corporate Buyers
C1003,Individual,F,48.9,40-50,Usa,Nevada,Home,No,2,Website,2,Corporate Buyers
C1004,Individual,M,43.8,40-50,Usa,Oregon,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1005,Individual,F,38.0,30-40,Germany,Hamburg,Home,No,3,Client,0,Global Investors
C1006,Individual,F,33.5,30-40,Usa,Georgia,Home,No,1,Website,2,Corporate Buyers
C1007,Individual,F,77.6,70+,Uk,England,Home,No,4,Agency,2,Corporate Buyers
C1008,Company,M,38.7,30-40,Usa,California,Home,No,2,Website,3,Luxury / High-Satisfaction
C1009,Individual,F,76.4,70+,Usa,Nevada,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C1010,Individual,M,62.3,60-70,Mexico,Jalisco,Home,No,4,Website,2,Corporate Buyers
C1011,Individual,F,73.5,70+,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1012,Individual,M,65.7,60-70,Usa,New York,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1013,Individual,F,32.0,30-40,Usa,Oregon,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1014,Individual,M,57.4,50-60,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1015,Individual,M,48.8,40-50,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1016,Individual,F,50.2,50-60,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C1017,Individual,F,57.5,50-60,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1018,Individual,F,59.0,50-60,Usa,Colorado,Home,Yes,5,Client,1,First-Time / Loan Buyers
C1019,Individual,F,50.6,50-60,Usa,Nevada,Home,No,2,Client,2,Corporate Buyers
C1020,Individual,F,31.9,30-40,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C1021,Individual,M,51.8,50-60,Usa,California,Investment,No,1,Client,2,Corporate Buyers
C1022,Individual,F,42.2,40-50,Usa,Colorado,Home,No,1,Agency,2,Corporate Buyers
C1023,Individual,F,72.9,70+,Usa,Nevada,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1024,Individual,M,56.9,50-60,Usa,Arizona,Investment,No,2,Agency,2,Corporate Buyers
C1025,Individual,F,79.4,70+,Usa,California,Home,No,1,Client,2,Corporate Buyers
C1026,Individual,M,34.9,30-40,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C1027,Individual,M,49.5,40-50,Usa,California,Investment,Yes,1,Client,1,First-Time / Loan Buyers
C1028,Individual,M,84.2,70+,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1029,Individual,M,76.6,70+,Australia,Victoria,Home,No,1,Agency,0,Global Investors
C1030,Individual,F,66.2,60-70,Usa,Ohio,Home,No,4,Website,2,Corporate Buyers
C1031,Individual,M,37.4,30-40,Uk,England,Home,No,1,Website,2,Corporate Buyers
C1032,Individual,M,49.5,40-50,Usa,Nevada,Home,No,5,Website,2,Corporate Buyers
C1033,Individual,M,64.0,60-70,France,Ile-De-France,Home,No,2,Website,0,Global Investors
C1034,Individual,F,47.4,40-50,Usa,Colorado,Home,No,5,Client,2,Corporate Buyers
C1035,Individual,M,65.4,60-70,Usa,Virginia,Home,No,2,Website,2,Corporate Buyers
C1036,Individual,F,38.3,30-40,Usa,Oregon,Home,No,2,Agency,2,Corporate Buyers
C1037,Company,M,56.5,50-60,Mexico,Baja California,Home,Yes,2,Website,3,Luxury / High-Satisfaction
C1038,Individual,M,67.1,60-70,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C1039,Individual,M,63.9,60-70,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1040,Individual,M,86.2,70+,Usa,California,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1041,Individual,F,35.5,30-40,Usa,Nevada,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1042,Individual,F,80.9,70+,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C1043,Individual,F,26.9,<30,Usa,Washington,Home,No,5,Website,2,Corporate Buyers
C1044,Individual,M,55.1,50-60,Usa,Nevada,Investment,No,5,Website,2,Corporate Buyers
C1045,Individual,F,84.2,70+,Usa,New York,Home,No,3,Website,2,Corporate Buyers
C1046,Individual,F,57.1,50-60,Canada,Quebec,Home,Yes,4,Website,0,Global Investors
C1047,Individual,M,41.5,40-50,Usa,Virginia,Home,No,3,Website,2,Corporate Buyers
C1048,Individual,F,56.4,50-60,Usa,Oregon,Investment,No,1,Agency,2,Corporate Buyers
C1049,Individual,F,85.6,70+,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C1050,Individual,M,70.7,70+,Usa,Georgia,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1051,Individual,F,67.9,60-70,Usa,Virginia,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1052,Individual,F,73.2,70+,Usa,Utah,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1053,Individual,M,51.6,50-60,Mexico,Nuevo Leon,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1054,Individual,M,36.8,30-40,Usa,Arizona,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1055,Individual,M,53.6,50-60,Usa,New York,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C1056,Individual,M,47.4,40-50,Usa,Colorado,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1057,Individual,M,32.2,30-40,Usa,Nevada,Investment,No,5,Website,2,Corporate Buyers
C1058,Individual,F,53.0,50-60,Germany,Bavaria,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1059,Individual,F,48.0,40-50,Usa,California,Home,No,4,Website,2,Corporate Buyers
C1060,Individual,M,85.5,70+,Usa,Nevada,Home,No,5,Agency,2,Corporate Buyers
C1061,Individual,F,66.0,60-70,Uk,Scotland,Home,No,1,Website,2,Corporate Buyers
C1062,Individual,M,50.5,50-60,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C1063,Individual,F,37.5,30-40,Usa,New York,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1064,Individual,M,80.9,70+,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1065,Individual,M,71.4,70+,Usa,Georgia,Home,Yes,3,Client,1,First-Time / Loan Buyers
C1066,Individual,F,84.7,70+,Australia,Victoria,Home,No,1,Website,0,Global Investors
C1067,Individual,M,83.5,70+,Mexico,Jalisco,Investment,No,4,Agency,2,Corporate Buyers
C1068,Individual,F,42.4,40-50,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C1069,Individual,M,34.0,30-40,Usa,Virginia,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C1070,Individual,F,75.0,70+,Germany,Bavaria,Home,No,5,Agency,0,Global Investors
C1071,Individual,M,59.9,50-60,Usa,Texas,Home,No,2,Agency,2,Corporate Buyers
C1072,Individual,F,64.0,60-70,Usa,Utah,Home,No,3,Agency,2,Corporate Buyers
C1073,Individual,M,71.0,70+,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C1074,Individual,M,71.9,70+,Uk,Northern Ireland,Home,No,1,Website,2,Corporate Buyers
C1075,Individual,F,51.3,50-60,Mexico,Baja California,Home,No,3,Website,2,Corporate Buyers
C1076,Individual,F,45.6,40-50,Usa,Florida,Investment,No,3,Agency,2,Corporate Buyers
C1077,Individual,M,44.3,40-50,Usa,Texas,Investment,No,2,Agency,2,Corporate Buyers
C1078,Individual,M,85.9,70+,Usa,Ohio,Home,No,1,Agency,2,Corporate Buyers
C1079,Individual,M,67.0,60-70,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1080,Individual,F,69.7,60-70,Uk,England,Investment,No,4,Agency,2,Corporate Buyers
C1081,Company,M,51.8,50-60,Russia,Novosibirsk,Home,Yes,4,Agency,3,Luxury / High-Satisfaction
C1082,Individual,F,33.4,30-40,Usa,Oregon,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1083,Individual,F,75.7,70+,Usa,Colorado,Investment,No,4,Agency,2,Corporate Buyers
C1084,Individual,F,36.9,30-40,France,Ile-De-France,Home,No,4,Agency,0,Global Investors
C1085,Individual,F,78.7,70+,Australia,Queensland,Investment,No,1,Client,0,Global Investors
C1086,Individual,M,70.3,70+,Usa,Colorado,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1087,Individual,M,42.5,40-50,Usa,Colorado,Home,No,3,Website,2,Corporate Buyers
C1088,Individual,M,27.7,<30,Usa,Utah,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C1089,Individual,F,63.8,60-70,Usa,Utah,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1090,Individual,F,63.8,60-70,Canada,Alberta,Home,Yes,3,Client,0,Global Investors
C1091,Individual,M,41.9,40-50,Usa,Nevada,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1092,Individual,M,29.6,<30,Usa,Oregon,Investment,No,2,Website,2,Corporate Buyers
C1093,Individual,M,45.9,40-50,Usa,Oregon,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1094,Individual,F,66.3,60-70,Usa,Washington,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1095,Individual,F,86.3,70+,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C1096,Individual,F,61.1,60-70,Usa,New York,Home,No,2,Client,2,Corporate Buyers
C1097,Individual,F,63.9,60-70,Canada,Alberta,Home,Yes,3,Agency,0,Global Investors
C1098,Individual,M,49.7,40-50,Usa,California,Investment,No,3,Client,2,Corporate Buyers
C1099,Individual,F,54.0,50-60,Usa,Colorado,Home,No,3,Agency,2,Corporate Buyers
C1100,Individual,M,86.1,70+,Russia,Novosibirsk,Home,No,1,Website,2,Corporate Buyers
C1101,Individual,M,62.5,60-70,Belgium,Flanders,Home,No,5,Website,0,Global Investors
C1102,Company,M,66.1,60-70,Germany,Berlin,Home,No,2,Agency,3,Luxury / High-Satisfaction
C1103,Individual,M,65.1,60-70,Belgium,Wallonia,Home,No,4,Agency,0,Global Investors
C1104,Individual,M,27.7,<30,Usa,Utah,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1105,Individual,M,86.4,70+,Usa,Nevada,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1106,Individual,M,44.1,40-50,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1107,Individual,M,78.4,70+,Canada,British Columbia,Home,No,1,Website,0,Global Investors
C1108,Individual,F,32.4,30-40,Australia,South Australia,Home,No,4,Website,0,Global Investors
C1109,Individual,F,58.8,50-60,Usa,California,Home,Yes,1,Client,1,First-Time / Loan Buyers
C1110,Individual,M,49.1,40-50,Usa,New York,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1111,Company,M,59.4,50-60,Usa,California,Home,Yes,4,Website,3,Luxury / High-Satisfaction
C1112,Individual,M,44.5,40-50,Usa,Nevada,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C1113,Individual,F,51.8,50-60,Usa,Texas,Investment,No,2,Client,2,Corporate Buyers
C1114,Individual,F,34.4,30-40,Usa,California,Home,No,3,Website,2,Corporate Buyers
C1115,Individual,M,52.7,50-60,Usa,Colorado,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C1116,Individual,F,34.5,30-40,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1117,Individual,F,71.3,70+,Mexico,Mexico City,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1118,Company,M,57.1,50-60,Uk,Scotland,Investment,Yes,2,Website,3,Luxury / High-Satisfaction
C1119,Individual,M,85.3,70+,Usa,Oregon,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1120,Individual,F,46.9,40-50,Usa,Arizona,Home,No,1,Website,2,Corporate Buyers
C1121,Individual,F,41.0,40-50,Usa,California,Home,No,1,Client,2,Corporate Buyers
C1122,Individual,F,83.7,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C1123,Individual,M,75.3,70+,Usa,Virginia,Home,No,5,Agency,2,Corporate Buyers
C1124,Individual,F,50.4,50-60,Usa,Oregon,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1125,Individual,M,85.4,70+,Usa,Oregon,Home,No,3,Agency,2,Corporate Buyers
C1126,Company,M,43.3,40-50,Usa,Virginia,Home,Yes,1,Website,3,Luxury / High-Satisfaction
C1127,Individual,F,83.0,70+,Uk,England,Investment,No,1,Website,2,Corporate Buyers
